ImagesNames;SequenceID;Length;Annotation;box_standard;box_small;deployment
['RCNX0710.JPG'];699;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0743.JPG'];700;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0741.JPG'];701;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0747.JPG'];702;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0742.JPG'];703;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0744.JPG'];704;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0745.JPG'];705;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0746.JPG'];706;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0748.JPG'];707;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0749.JPG'];708;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0750.JPG'];709;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0784.JPG'];710;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0783.JPG'];711;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0782.JPG'];712;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0785.JPG'];713;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0787.JPG'];714;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0781.JPG'];715;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0786.JPG'];716;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0788.JPG'];717;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0789.JPG'];718;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0790.JPG'];719;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0804.JPG'];720;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0803.JPG'];721;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0809.JPG'];722;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0805.JPG'];723;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0807.JPG'];724;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0801.JPG'];725;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0802.JPG'];726;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0806.JPG'];727;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0808.JPG'];728;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0810.JPG'];729;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0764.JPG'];730;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0766.JPG'];731;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0780.JPG'];732;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0771.JPG'];733;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0761.JPG'];734;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0762.JPG'];735;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0768.JPG'];736;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0779.JPG'];737;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0765.JPG'];738;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0773.JPG'];739;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0776.JPG'];740;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0774.JPG'];741;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0763.JPG'];742;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0767.JPG'];743;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0769.JPG'];744;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0770.JPG'];745;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0772.JPG'];746;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0775.JPG'];747;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0777.JPG'];748;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0778.JPG'];749;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0793.JPG'];750;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0796.JPG'];751;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0792.JPG'];752;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0797.JPG'];753;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0799.JPG'];754;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0798.JPG'];755;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0791.JPG'];756;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0794.JPG'];757;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0795.JPG'];758;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0800.JPG'];759;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0815.JPG'];760;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0816.JPG'];761;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0817.JPG'];762;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0818.JPG'];763;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0822.JPG'];764;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0813.JPG'];765;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0830.JPG'];766;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0811.JPG'];767;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0812.JPG'];768;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0814.JPG'];769;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0819.JPG'];770;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0820.JPG'];771;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0821.JPG'];772;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0823.JPG'];773;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0824.JPG'];774;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0825.JPG'];775;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0826.JPG'];776;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0827.JPG'];777;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0828.JPG'];778;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0829.JPG'];779;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0837.JPG'];780;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0833.JPG'];781;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0831.JPG'];782;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0834.JPG'];783;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0832.JPG'];784;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0835.JPG'];785;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0836.JPG'];786;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0838.JPG'];787;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0839.JPG'];788;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0840.JPG'];789;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0854.JPG'];790;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0856.JPG'];791;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0855.JPG'];792;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0851.JPG'];793;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0852.JPG'];794;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0853.JPG'];795;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0857.JPG'];796;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0858.JPG'];797;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0860.JPG'];798;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0859.JPG'];799;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0848.JPG'];810;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0841.JPG'];811;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0842.JPG'];812;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0843.JPG'];813;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0844.JPG'];814;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0845.JPG'];815;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0846.JPG'];816;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0847.JPG'];817;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0849.JPG'];818;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0850.JPG'];819;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0899.JPG'];820;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0898.JPG'];821;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0895.JPG'];822;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0891.JPG'];823;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0893.JPG'];824;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0896.JPG'];825;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0892.JPG'];826;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0894.JPG'];827;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0897.JPG'];828;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0900.JPG'];829;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0872.JPG'];830;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0873.JPG'];831;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0878.JPG'];832;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0875.JPG'];833;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0874.JPG'];834;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0876.JPG'];835;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0877.JPG'];836;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0879.JPG'];837;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0880.JPG'];838;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0871.JPG'];839;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0917.JPG'];840;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0911.JPG'];841;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0918.JPG'];842;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0915.JPG'];843;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0912.JPG'];844;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0919.JPG'];845;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0914.JPG'];846;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0916.JPG'];847;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0913.JPG'];848;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0920.JPG'];849;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0888.JPG'];850;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0885.JPG'];851;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0881.JPG'];852;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0887.JPG'];853;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0889.JPG'];854;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0882.JPG'];855;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0883.JPG'];856;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0884.JPG'];857;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0886.JPG'];858;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0890.JPG'];859;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0904.JPG'];860;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0908.JPG'];861;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0902.JPG'];862;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0903.JPG'];863;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0905.JPG'];864;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0907.JPG'];865;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0909.JPG'];866;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0901.JPG'];867;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0906.JPG'];868;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0910.JPG'];869;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0921.JPG'];870;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0927.JPG'];871;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0929.JPG'];872;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0923.JPG'];873;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0925.JPG'];874;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0922.JPG'];875;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0924.JPG'];876;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0928.JPG'];877;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0930.JPG'];878;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0926.JPG'];879;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0938.JPG'];880;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0939.JPG'];881;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0933.JPG'];882;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0935.JPG'];883;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0937.JPG'];884;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0931.JPG'];885;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0932.JPG'];886;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0934.JPG'];887;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0936.JPG'];888;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0940.JPG'];889;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0943.JPG'];890;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0946.JPG'];891;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0941.JPG'];892;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0949.JPG'];893;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0944.JPG'];894;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0948.JPG'];895;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0942.JPG'];896;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0945.JPG'];897;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0947.JPG'];898;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0950.JPG'];899;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0961.JPG'];910;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0963.JPG'];911;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0966.JPG'];912;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0964.JPG'];913;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0962.JPG'];914;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0967.JPG'];915;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0968.JPG'];916;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0969.JPG'];917;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0970.JPG'];918;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0965.JPG'];919;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0984.JPG'];930;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0983.JPG'];931;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0985.JPG'];932;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0988.JPG'];933;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0981.JPG'];934;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0982.JPG'];935;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0986.JPG'];936;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0987.JPG'];937;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0990.JPG'];938;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0989.JPG'];939;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0991.JPG'];940;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0996.JPG'];941;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0999.JPG'];942;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0992.JPG'];943;1;['Common Moorhen'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0993.JPG'];944;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0994.JPG'];945;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0995.JPG'];946;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0998.JPG'];947;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1000.JPG'];948;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX0997.JPG'];949;1;['Common Moorhen'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1009.JPG'];950;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1003.JPG'];951;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1001.JPG'];952;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1005.JPG'];953;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1006.JPG'];954;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1002.JPG'];955;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1004.JPG'];956;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1007.JPG'];957;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1008.JPG'];958;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1010.JPG'];959;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1014.JPG'];960;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1012.JPG'];961;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1016.JPG'];962;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1017.JPG'];963;1;['Mallard'];[[()]];[[()]];05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1011.JPG'];964;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1013.JPG'];965;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1015.JPG'];966;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1018.JPG'];967;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
['RCNX1019.JPG'];968;1;['Mallard'];;;05c05f7b-6c38-4a06-a3b0-145de226c8ad
